"collection"	"corpus"	"child"	"sex"	"age"	"transcript_id"	"utterance"	"words"	"id"
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.8	7495	"I xxx"	2	931
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.7	7496	"big"	1	932
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.8	7495	"I have to go to the station to pick up xxx"	11	933
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"vegetable"	1	934
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"okay Daddy"	2	935
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7494	"Laura"	1	936
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.7	7496	"big talk"	2	937
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7493	"and"	1	938
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7493	"and Awww came to help me"	6	939
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.7	7496	"uppy_luppy"	2	940
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"he cried"	2	941
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.8	7497	"oh he loves it"	4	942
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.7	7496	"uppy_lappy"	2	943
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7490	"then maybe I'll get a new one right"	9	944
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"say"	1	945
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"no"	1	946
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.3	7482	"where is xxx"	3	947
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7493	"uhhuh"	1	948
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"or vegetable"	2	949
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"then he cried"	3	950
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7493	"I swung on a swing"	5	951
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"I've got Jwww"	4	952
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"is that does Daddy still xxx"	6	953
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"or you don't have to say vegetable"	8	954
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.8	7497	"me please"	2	955
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.8	7495	"okay"	1	956
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.8	7495	"what"	1	957
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7493	"a swing"	2	958
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.7	7496	"yeah"	1	959
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.8	7497	"me me me me"	4	960
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"he's new"	3	961
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7494	"her name is Debra"	4	962
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"you can say say vegta"	5	963
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.7	7496	"uppy_lap"	2	964
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.8	7495	"xxx"	1	965
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"I put that in"	4	966
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"xxx"	1	967
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"that means you can say vegta too"	7	968
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7490	"maybe we can"	3	969
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7493	"yes"	1	970
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.3	7482	"we sure have"	3	971
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7494	"you're you're Debra"	5	972
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"xxx"	1	973
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7493	"I went on Laura's xxx"	6	974
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"okay"	1	975
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"what's in here"	4	976
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.8	7495	"no"	1	977
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7493	"hey give me my rocket boat"	6	978
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"right"	1	979
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"let's see it"	4	980
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.8	7495	"I have to go poo xxx"	6	981
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7490	"yeah"	1	982
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7490	"then maybe we"	3	983
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.7	7496	"uppy_lappy"	2	984
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"xxx"	1	985
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"let's see"	3	986
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.8	7497	"can I have some water Daddy"	6	987
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"uhhuh"	1	988
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7490	"maybe he'll hurt him"	5	989
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"uhuh"	1	990
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"okay"	1	991
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"mhm"	1	992
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.7	7496	"yeah"	1	993
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7493	"I want mine"	3	994
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7494	"uh"	1	995
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"Jwww"	1	996
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"no"	1	997
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.8	7495	"I can't go xxx"	5	998
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"some tip color on paper xxx"	6	999
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.7	7496	"Mommy I xxx that here"	5	1000
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7490	"Mommy hurt bad look and maybe that gone"	8	1001
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"I need see Swww"	4	1002
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"that's my elephant"	4	1003
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"mhm"	1	1004
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.7	7496	"here I eat dinner"	4	1005
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"xxx"	1	1006
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"I bought it at a store"	6	1007
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.3	7482	"oh xxx the mother"	4	1008
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.8	7497	"here"	1	1009
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"oh"	1	1010
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"xxx paper color on"	4	1011
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.3	7482	"right"	1	1012
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"xxx"	1	1013
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"these are pink"	3	1014
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"my xxx is xxx"	4	1015
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.3	7482	"yes"	1	1016
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"the baby can't wear a pink apron because he's a boy"	13	1017
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"and I get to have fish and xxx"	8	1018
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"Mum"	1	1019
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.3	7482	"Swww not the mother"	4	1020
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7490	"well"	1	1021
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.8	7495	"no"	1	1022
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"Daddy give it to me for a minute please"	9	1023
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.8	7495	"xxx gonna do now"	4	1024
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.3	7482	"Swww is not the mother either"	6	1025
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.7	7496	"come next to you"	4	1026
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7493	"xxx"	1	1027
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"turn it on"	3	1028
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"I don't know"	4	1029
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7490	"she got scratch by Kwww"	5	1030
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7494	"I like it"	3	1031
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.3	7482	"right"	1	1032
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7493	"but mine won't rock either"	6	1033
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.7	7496	"even when I eat dinner"	5	1034
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.8	7497	"I want some Frisli"	4	1035
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"Mcdonalds fish"	2	1036
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"mhm hm"	2	1037
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.7	7496	"I'll stay here"	4	1038
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.8	7495	"uh"	1	1039
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"where's his mother"	4	1040
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"xxx me having some milk"	5	1041
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7490	"that why she's dead"	5	1042
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.3	7482	"yes"	1	1043
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"can I see"	3	1044
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.8	7495	"xxx"	1	1045
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"hear Laura"	2	1046
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.3	7482	"xxx"	1	1047
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.7	7496	"yeah"	1	1048
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7494	"Mommy"	1	1049
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"xxx"	1	1050
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"can I see"	3	1051
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"his blue"	2	1052
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.8	7497	"I wanna pick my own I wanna pull my own"	10	1053
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7490	"on the neck again"	4	1054
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7493	"oh"	1	1055
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"I like"	2	1056
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"This is Bubby"	3	1057
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"it did"	2	1058
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"xxx me hold it"	4	1059
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7490	"I looked at her all the so much"	8	1060
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"his his"	2	1061
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"Jo"	1	1062
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"there"	1	1063
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.8	7497	"I wanna pull my own"	5	1064
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"xxx"	1	1065
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"yeah"	1	1066
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7493	"you drop my milk"	4	1067
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.8	7495	"xxx"	1	1068
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"nah"	1	1069
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"let me hold it for a minute"	7	1070
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"got one"	2	1071
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7493	"here"	1	1072
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"that one happened"	3	1073
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"no"	1	1074
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.7	7496	"because we can be friends like that"	7	1075
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"he calls it his breaky"	5	1076
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"xxx"	1	1077
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"that ha"	2	1078
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.3	7482	"xxx"	1	1079
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"xxx"	1	1080
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7498	"uhmm"	1	1081
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.7	7496	"we're gonna be friends like that"	7	1082
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"I get get mel cheese"	5	1083
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"xxx"	1	1084
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7494	"Jwww"	1	1085
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.8	7497	"no"	1	1086
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"xxx me"	2	1087
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7498	"xxx"	1	1088
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"in the door"	3	1089
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7498	"xxx"	1	1090
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.8	7497	"I'm not"	3	1091
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"I get milk"	3	1092
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7498	"xxx"	1	1093
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7493	"and I xxx"	3	1094
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"he wants you"	3	1095
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"man's bosom"	3	1096
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7490	"but I did but xxx"	5	1097
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7498	"xxx"	1	1098
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"I do too"	3	1099
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7498	"xxx"	1	1100
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7498	"xxx"	1	1101
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.3	7482	"xxx"	1	1102
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7490	"Kwww just just she was up in her room where she met and um little long time ago with the bath and stuff when that terrible bath was but and Kwww was up in the room and she made that xxx right"	42	1103
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"yeah"	1	1104
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7498	"xxx"	1	1105
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"mhm hm"	2	1106
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"I was walking in the mail"	6	1107
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7498	"okay"	1	1108
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"Peanuts he cries"	3	1109
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"you should"	2	1110
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"yeah"	1	1111
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"Peanut cries"	2	1112
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7500	"hello xxx"	2	1113
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"hee"	1	1114
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"I was smoking in the maze"	6	1115
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7500	"Laura talk"	2	1116
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"he wants"	2	1117
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7498	"cinnamon"	1	1118
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7493	"today"	1	1119
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"maybe he fell off the wall"	6	1120
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"you can hold him"	4	1121
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7498	"he didn't use cinnamon"	5	1122
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7493	"I like it"	3	1123
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"yeah"	1	1124
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"you can wanna hold him"	5	1125
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"and I wasn't May"	5	1126
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.8	7497	"no no"	2	1127
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7500	"hi hi grandma hi Swww"	5	1128
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.8	7497	"mhm"	1	1129
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7494	"hair"	1	1130
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"uh huh"	2	1131
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"could you pass the milk"	5	1132
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"yeah"	1	1133
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"I was just trying to do that on my finger"	10	1134
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7500	"hi hi hi Mama"	4	1135
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7498	"he didn't even have any fresh toast xxx"	9	1136
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.8	7495	"I'm not playing this game"	6	1137
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.7	7496	"xxx"	1	1138
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"I don't xxx that much milk in please"	9	1139
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"xxx"	1	1140
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7490	"maybe yesterday when I wasn't going in in there"	10	1141
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"mhm hm"	2	1142
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.8	7497	"well xxx"	2	1143
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"I just done"	3	1144
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7493	"oh"	1	1145
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"xxx"	1	1146
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.7	7496	"no"	1	1147
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.8	7495	"I'm still Laura"	4	1148
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"I'm sorry"	3	1149
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7493	"the man who makes you choose"	6	1150
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"um"	1	1151
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"xxx some more honey"	4	1152
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7494	"Daddy"	1	1153
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7490	"Kwww might be scratched that were"	6	1154
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"um one"	2	1155
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"sorry's on purpose"	4	1156
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7500	"this is Grandma"	3	1157
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7498	"any fresh toast"	3	1158
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7494	"who's the eldest boy"	5	1159
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"a little bit"	3	1160
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.8	7497	"I did I did care right Jwww"	7	1161
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"one week old"	3	1162
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7490	"xxx times"	2	1163
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7493	"what a juice"	3	1164
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"xxx"	1	1165
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.7	7496	"I go where you want me"	6	1166
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7494	"xxx or xxx"	3	1167
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.8	7495	"no"	1	1168
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"get up"	2	1169
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.8	7495	"xxx"	1	1170
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"xxx"	1	1171
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"xxx"	1	1172
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.8	7495	"xxx"	1	1173
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"yeah she did"	3	1174
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7494	"braa"	1	1175
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.8	7495	"yes"	1	1176
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"what's this xxx"	4	1177
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"xxx Laura"	2	1178
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.8	7497	"when Jwww was out of his chair"	7	1179
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7500	"can I talk to Grandma"	5	1180
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"sauce"	1	1181
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.7	7496	"lappy"	1	1182
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"okay"	1	1183
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.8	7497	"that what I say"	4	1184
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"xxx so"	2	1185
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"she loves sauce"	3	1186
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"I I I I want my rice to stick"	9	1187
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7498	"no"	1	1188
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7500	"I love Grandma"	3	1189
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"there we go"	3	1190
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"and he eats meat"	4	1191
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7498	"he did"	2	1192
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"thank you"	2	1193
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"okay Daddy"	2	1194
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.3	7482	"xxx sister"	2	1195
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7494	"Twww"	1	1196
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7500	"turn it on"	3	1197
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7498	"but"	1	1198
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"very much"	2	1199
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"go go watch this Daddy"	5	1200
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.3	7482	"look at my xxx big sister"	6	1201
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7493	"mhm"	1	1202
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7500	"house"	1	1203
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7490	"yeah"	1	1204
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7498	"but we they didn't use brown sugar"	8	1205
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7493	"it has xxx"	3	1206
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"xxx"	1	1207
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.8	7497	"no I don't like shrimp"	6	1208
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7500	"my ones are better than yours"	6	1209
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7494	"Twww's bigger"	3	1210
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"okay"	1	1211
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.7	7496	"xxx"	1	1212
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"yeah"	1	1213
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.8	7495	"angel on"	2	1214
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.7	7496	"I could get back on my chair"	7	1215
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7493	"xxx"	1	1216
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.8	7495	"that's the step"	4	1217
"Eng-NA"	"Braunwald"	"Laura"	"female"	41.9	7498	"mhm"	1	1218
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.9	7491	"you want me"	3	1219
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.4	7492	"he eat eats apple+sauce"	5	1220
"Eng-NA"	"Braunwald"	"Laura"	"female"	36.7	7487	"xxx more"	2	1221
"Eng-NA"	"Braunwald"	"Laura"	"female"	39.5	7493	"I picked a sheet out"	5	1222
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.8	7497	"yeah"	1	1223
"Eng-NA"	"Braunwald"	"Laura"	"female"	40.7	7496	"right Mom"	2	1224
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7489	"yeah"	1	1225
"Eng-NA"	"Braunwald"	"Laura"	"female"	37.8	7490	"but xxx I wasn't taking care I was taking good"	11	1226
